"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","CL11","Aysén","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,282,,
"2","Large regions (TL2)","CL11","Aysén","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.64,,
"2","Large regions (TL2)","CL11","Aysén","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,227,,
"2","Large regions (TL2)","CL11","Aysén","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.12,,
"2","Large regions (TL2)","CL11","Aysén","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,234,,
"2","Large regions (TL2)","CL11","Aysén","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.17,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,374,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,2.15,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,388,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.2,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,363,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.04,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,227,,
"2","Large regions (TL2)","CL12","Magallanes and Chilean Antarctica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.26,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,17450,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,2.27,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,17804,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.25,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,23648,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.91,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,22348,,
"2","Large regions (TL2)","CL13","Santiago Metropolitan Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.71,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,718,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.79,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,726,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.8,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,833,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.05,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,854,,
"2","Large regions (TL2)","CL14","Los Ríos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.09,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,363,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.5,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,367,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.49,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,374,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,1.48,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,343,,
"2","Large regions (TL2)","CL15","Arica y Parinacota","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.34,,
"1","Country","CZE","Czech Republic","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,50802.7,,
"1","Country","CZE","Czech Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.76,,
"1","Country","CZE","Czech Republic","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,51072.5,,
"1","Country","CZE","Czech Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.77,,
"2","Large regions (TL2)","CZ01","Prague","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,10510.2,,
"2","Large regions (TL2)","CZ01","Prague","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,7.98,,
"2","Large regions (TL2)","CZ01","Prague","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,10584.2,,
"2","Large regions (TL2)","CZ01","Prague","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,7.96,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,4492.28,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.26,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4431.26,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.18,,
"2","Large regions (TL2)","CZ03","Southwest","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5416.44,,
"2","Large regions (TL2)","CZ03","Southwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.4,,
"2","Large regions (TL2)","CZ03","Southwest","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5496,,
"2","Large regions (TL2)","CZ03","Southwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.45,,
"2","Large regions (TL2)","CZ04","Northwest","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,4401.8,,
"2","Large regions (TL2)","CZ04","Northwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.95,,
"2","Large regions (TL2)","CZ04","Northwest","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4322.21,,
"2","Large regions (TL2)","CZ04","Northwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.88,,
"2","Large regions (TL2)","CZ05","Northeast","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,6535.25,,
"2","Large regions (TL2)","CZ05","Northeast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.31,,
"2","Large regions (TL2)","CZ05","Northeast","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,6604.26,,
"2","Large regions (TL2)","CZ05","Northeast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.35,,
"2","Large regions (TL2)","CZ06","Southeast","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,8515.04,,
"2","Large regions (TL2)","CZ06","Southeast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.01,,
"2","Large regions (TL2)","CZ06","Southeast","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,8622.68,,
"2","Large regions (TL2)","CZ06","Southeast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,5.06,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5570.29,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.58,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5655.53,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.66,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5361.43,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.46,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5356.36,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.48,,
"1","Country","DNK","Denmark","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,22898,,
"1","Country","DNK","Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2016","2016",,,"0","Units",,,4,,
"1","Country","DNK","Denmark","DOC","Active Physicians (number)","ALL","All regions","2017","2017",,,"0","Units",,,23685,,
"1","Country","DNK","Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2017","2017",,,"0","Units",,,4.11,,
"1","Country","DNK","Denmark","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,24282,,
"1","Country","DNK","Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.19,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,8495,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2016","2016",,,"0","Units",,,4.72,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC","Active Physicians (number)","ALL","All regions","2017","2017",,,"0","Units",,,8683,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2017","2017",,,"0","Units",,,4.78,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,8961,,
"2","Large regions (TL2)","DK01","Copenhagen region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.9,,
"2","Large regions (TL2)","DK02","Zealand","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,2936,,
"2","Large regions (TL2)","DK02","Zealand","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2016","2016",,,"0","Units",,,3.54,,
"2","Large regions (TL2)","DK02","Zealand","DOC","Active Physicians (number)","ALL","All regions","2017","2017",,,"0","Units",,,3066,,
"2","Large regions (TL2)","DK02","Zealand","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2017","2017",,,"0","Units",,,3.68,,
"2","Large regions (TL2)","DK02","Zealand","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,3069,,
"2","Large regions (TL2)","DK02","Zealand","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,3.67,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,4570,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2016","2016",,,"0","Units",,,3.76,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC","Active Physicians (number)","ALL","All regions","2017","2017",,,"0","Units",,,4752,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2017","2017",,,"0","Units",,,3.9,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,4879,,
"2","Large regions (TL2)","DK03","Southern Denmark","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,3.99,,
"2","Large regions (TL2)","DK04","Central Jutland","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,5000,,
"2","Large regions (TL2)","DK04","Central Jutland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2016","2016",,,"0","Units",,,3.85,,
"2","Large regions (TL2)","DK04","Central Jutland","DOC","Active Physicians (number)","ALL","All regions","2017","2017",,,"0","Units",,,5140,,
